danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.516,0.653,2,-9.266,1,0.0353,0.00133,0.127,0.463,0.175,88.002,audio_features,2Evz25WVcQFYawVUP7NMq6,spotify:track:2Evz25WVcQFYawVUP7NMq6,https://api.spotify.com/v1/tracks/2Evz25WVcQFYawVUP7NMq6,https://api.spotify.com/v1/audio-analysis/2Evz25WVcQFYawVUP7NMq6,161365,4
0.559,0.58,1,-7.836,0,0.0271,0.00224,1.17e-05,0.19,0.827,107.008,audio_features,0nOuBZp7oPblsFcoBDAuwt,spotify:track:0nOuBZp7oPblsFcoBDAuwt,https://api.spotify.com/v1/tracks/0nOuBZp7oPblsFcoBDAuwt,https://api.spotify.com/v1/audio-analysis/0nOuBZp7oPblsFcoBDAuwt,137883,4
0.602,0.657,7,-6.754,1,0.027,0.0257,0.0464,0.275,0.626,120.507,audio_features,6pWpVZskdC0Ixopr4BxzdM,spotify:track:6pWpVZskdC0Ixopr4BxzdM,https://api.spotify.com/v1/tracks/6pWpVZskdC0Ixopr4BxzdM,https://api.spotify.com/v1/audio-analysis/6pWpVZskdC0Ixopr4BxzdM,284587,4
0.51,0.646,6,-8.936,0,0.0289,0.000102,0.0126,0.417,0.398,128.001,audio_features,01WEtv0XTQm7nZM66EuOB1,spotify:track:01WEtv0XTQm7nZM66EuOB1,https://api.spotify.com/v1/tracks/01WEtv0XTQm7nZM66EuOB1,https://api.spotify.com/v1/audio-analysis/01WEtv0XTQm7nZM66EuOB1,268843,4
0.803,0.589,11,-5.722,0,0.156,0.0567,0.0,0.0713,0.589,96.022,audio_features,5HlvBXlKNNorFbp43PEQ5B,spotify:track:5HlvBXlKNNorFbp43PEQ5B,https://api.spotify.com/v1/tracks/5HlvBXlKNNorFbp43PEQ5B,https://api.spotify.com/v1/audio-analysis/5HlvBXlKNNorFbp43PEQ5B,227080,4
0.516,0.85,4,-3.909,0,0.0706,0.00139,0.0,0.296,0.583,120.324,audio_features,37mfTcSlX60JtAvAETytGs,spotify:track:37mfTcSlX60JtAvAETytGs,https://api.spotify.com/v1/tracks/37mfTcSlX60JtAvAETytGs,https://api.spotify.com/v1/audio-analysis/37mfTcSlX60JtAvAETytGs,195717,4
0.632,0.805,0,-5.188,1,0.045,0.0646,5.83e-05,0.161,0.429,93.009,audio_features,6JsfvqClYnc2R5yZ67C2ch,spotify:track:6JsfvqClYnc2R5yZ67C2ch,https://api.spotify.com/v1/tracks/6JsfvqClYnc2R5yZ67C2ch,https://api.spotify.com/v1/audio-analysis/6JsfvqClYnc2R5yZ67C2ch,217793,4
0.477,0.837,11,-6.992,1,0.0414,0.000174,0.0748,0.0622,0.581,84.013,audio_features,7HJk2lICrxulDtTeFUfcaO,spotify:track:7HJk2lICrxulDtTeFUfcaO,https://api.spotify.com/v1/tracks/7HJk2lICrxulDtTeFUfcaO,https://api.spotify.com/v1/audio-analysis/7HJk2lICrxulDtTeFUfcaO,312387,4
0.539,0.652,1,-5.927,1,0.0563,0.0408,6.98e-05,0.491,0.852,203.77,audio_features,5SGvjsFEUf22exn8SghvAN,spotify:track:5SGvjsFEUf22exn8SghvAN,https://api.spotify.com/v1/tracks/5SGvjsFEUf22exn8SghvAN,https://api.spotify.com/v1/audio-analysis/5SGvjsFEUf22exn8SghvAN,189387,4
0.703,0.711,4,-4.675,0,0.0706,0.342,0.0,0.347,0.531,119.956,audio_features,5KEtEtJOqsLFpxiWCh6b5P,spotify:track:5KEtEtJOqsLFpxiWCh6b5P,https://api.spotify.com/v1/tracks/5KEtEtJOqsLFpxiWCh6b5P,https://api.spotify.com/v1/audio-analysis/5KEtEtJOqsLFpxiWCh6b5P,172021,4
0.821,0.666,3,-7.747,0,0.0469,0.649,0.0288,0.114,0.695,99.998,audio_features,2Y28HmBMyRrCgL0PTbkP7O,spotify:track:2Y28HmBMyRrCgL0PTbkP7O,https://api.spotify.com/v1/tracks/2Y28HmBMyRrCgL0PTbkP7O,https://api.spotify.com/v1/audio-analysis/2Y28HmBMyRrCgL0PTbkP7O,251423,4
0.516,0.672,1,-4.491,0,0.238,0.00734,1.21e-06,0.155,0.297,86.001,audio_features,55cd7gh1kjzcNEjKfdgU0L,spotify:track:55cd7gh1kjzcNEjKfdgU0L,https://api.spotify.com/v1/tracks/55cd7gh1kjzcNEjKfdgU0L,https://api.spotify.com/v1/audio-analysis/55cd7gh1kjzcNEjKfdgU0L,267862,4
0.706,0.457,4,-9.359,1,0.0383,0.282,0.0079,0.0614,0.723,78.013,audio_features,2YT7gnUsicqZhmK3Fkb5L8,spotify:track:2YT7gnUsicqZhmK3Fkb5L8,https://api.spotify.com/v1/tracks/2YT7gnUsicqZhmK3Fkb5L8,https://api.spotify.com/v1/audio-analysis/2YT7gnUsicqZhmK3Fkb5L8,209165,4
0.574,0.803,4,-3.17,0,0.186,0.102,4.15e-06,0.0861,0.647,97.967,audio_features,2p2aCtErYX6UaFxyfpVvWC,spotify:track:2p2aCtErYX6UaFxyfpVvWC,https://api.spotify.com/v1/tracks/2p2aCtErYX6UaFxyfpVvWC,https://api.spotify.com/v1/audio-analysis/2p2aCtErYX6UaFxyfpVvWC,208125,4
0.546,0.583,6,-7.317,0,0.0348,0.002,0.173,0.115,0.235,128.017,audio_features,60eOMEt3WNVX1m1jmApmnX,spotify:track:60eOMEt3WNVX1m1jmApmnX,https://api.spotify.com/v1/tracks/60eOMEt3WNVX1m1jmApmnX,https://api.spotify.com/v1/audio-analysis/60eOMEt3WNVX1m1jmApmnX,246787,4
0.736,0.764,8,-6.736,0,0.0482,0.222,0.00154,0.192,0.404,112.033,audio_features,64rqvMhAPLLEag310IG3z9,spotify:track:64rqvMhAPLLEag310IG3z9,https://api.spotify.com/v1/tracks/64rqvMhAPLLEag310IG3z9,https://api.spotify.com/v1/audio-analysis/64rqvMhAPLLEag310IG3z9,306429,4
0.729,0.525,6,-12.584,1,0.112,0.00187,0.496,0.0453,0.753,87.003,audio_features,1yildkNEPVbFpcxiXPc10L,spotify:track:1yildkNEPVbFpcxiXPc10L,https://api.spotify.com/v1/tracks/1yildkNEPVbFpcxiXPc10L,https://api.spotify.com/v1/audio-analysis/1yildkNEPVbFpcxiXPc10L,188966,4
0.726,0.817,11,-6.397,0,0.0334,0.399,0.178,0.0871,0.501,126.977,audio_features,2D3gvohUyOfXIVX6Mvhqae,spotify:track:2D3gvohUyOfXIVX6Mvhqae,https://api.spotify.com/v1/tracks/2D3gvohUyOfXIVX6Mvhqae,https://api.spotify.com/v1/audio-analysis/2D3gvohUyOfXIVX6Mvhqae,222976,4
0.823,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,audio_features,4RGWHfQeJftd5XrP8JUgFj,spotify:track:4RGWHfQeJftd5XrP8JUgFj,https://api.spotify.com/v1/tracks/4RGWHfQeJftd5XrP8JUgFj,https://api.spotify.com/v1/audio-analysis/4RGWHfQeJftd5XrP8JUgFj,162663,4
0.617,0.578,8,-10.804,0,0.0364,0.551,0.324,0.354,0.795,165.972,audio_features,3USTw0XqjY9L5LwDQF912R,spotify:track:3USTw0XqjY9L5LwDQF912R,https://api.spotify.com/v1/tracks/3USTw0XqjY9L5LwDQF912R,https://api.spotify.com/v1/audio-analysis/3USTw0XqjY9L5LwDQF912R,169027,4
0.704,0.692,5,-6.558,0,0.0304,0.0942,0.0109,0.0922,0.369,96.005,audio_features,260V7huyJrXnyYe0dFv2Fa,spotify:track:260V7huyJrXnyYe0dFv2Fa,https://api.spotify.com/v1/tracks/260V7huyJrXnyYe0dFv2Fa,https://api.spotify.com/v1/audio-analysis/260V7huyJrXnyYe0dFv2Fa,276293,4
0.656,0.871,11,-4.548,1,0.071,0.00106,0.0233,0.0828,0.683,119.997,audio_features,2BOUrjXoRIo2YHVAyZyXVX,spotify:track:2BOUrjXoRIo2YHVAyZyXVX,https://api.spotify.com/v1/tracks/2BOUrjXoRIo2YHVAyZyXVX,https://api.spotify.com/v1/audio-analysis/2BOUrjXoRIo2YHVAyZyXVX,261742,4
0.677,0.949,4,-5.551,0,0.0372,2.38e-05,0.584,0.345,0.175,98.005,audio_features,2AGsYd0YM2opgOXlzyQekQ,spotify:track:2AGsYd0YM2opgOXlzyQekQ,https://api.spotify.com/v1/tracks/2AGsYd0YM2opgOXlzyQekQ,https://api.spotify.com/v1/audio-analysis/2AGsYd0YM2opgOXlzyQekQ,172332,4
0.667,0.92,9,-2.71,1,0.0773,0.00752,0.00232,0.126,0.146,114.977,audio_features,4XeIiGpUBshIfs9yrBDVZC,spotify:track:4XeIiGpUBshIfs9yrBDVZC,https://api.spotify.com/v1/tracks/4XeIiGpUBshIfs9yrBDVZC,https://api.spotify.com/v1/audio-analysis/4XeIiGpUBshIfs9yrBDVZC,358983,4
0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,audio_features,3P3pw6C19j31Rnzgo3JG7o,spotify:track:3P3pw6C19j31Rnzgo3JG7o,https://api.spotify.com/v1/tracks/3P3pw6C19j31Rnzgo3JG7o,https://api.spotify.com/v1/audio-analysis/3P3pw6C19j31Rnzgo3JG7o,196613,4
0.462,0.722,1,-5.134,1,0.0306,0.0356,4.52e-06,0.127,0.327,173.941,audio_features,20Dw7Jar5hUbwX5FwHdQoG,spotify:track:20Dw7Jar5hUbwX5FwHdQoG,https://api.spotify.com/v1/tracks/20Dw7Jar5hUbwX5FwHdQoG,https://api.spotify.com/v1/audio-analysis/20Dw7Jar5hUbwX5FwHdQoG,191294,4
0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,audio_features,3sTN90bIP2cJ1783ctHykO,spotify:track:3sTN90bIP2cJ1783ctHykO,https://api.spotify.com/v1/tracks/3sTN90bIP2cJ1783ctHykO,https://api.spotify.com/v1/audio-analysis/3sTN90bIP2cJ1783ctHykO,192160,4
0.61,0.918,0,-4.817,1,0.0298,6.42e-05,0.0853,0.273,0.415,127.864,audio_features,3cJh89D0za2SW705fNBo3b,spotify:track:3cJh89D0za2SW705fNBo3b,https://api.spotify.com/v1/tracks/3cJh89D0za2SW705fNBo3b,https://api.spotify.com/v1/audio-analysis/3cJh89D0za2SW705fNBo3b,285533,4
0.676,0.645,0,-8.647,1,0.0393,0.147,0.000173,0.125,0.226,105.072,audio_features,7jO2B8Xgfu7D9vj60XiG7Y,spotify:track:7jO2B8Xgfu7D9vj60XiG7Y,https://api.spotify.com/v1/tracks/7jO2B8Xgfu7D9vj60XiG7Y,https://api.spotify.com/v1/audio-analysis/7jO2B8Xgfu7D9vj60XiG7Y,288733,4
0.7,0.551,2,-6.89,1,0.137,0.239,0.00344,0.132,0.634,174.005,audio_features,7zFXDAZ2V52022GPNYOxyH,spotify:track:7zFXDAZ2V52022GPNYOxyH,https://api.spotify.com/v1/tracks/7zFXDAZ2V52022GPNYOxyH,https://api.spotify.com/v1/audio-analysis/7zFXDAZ2V52022GPNYOxyH,146387,4
0.71,0.83,0,-7.208,1,0.03,0.0518,0.00523,0.353,0.936,129.02,audio_features,5TzpCPx20n4hELdE9Vw6ZQ,spotify:track:5TzpCPx20n4hELdE9Vw6ZQ,https://api.spotify.com/v1/tracks/5TzpCPx20n4hELdE9Vw6ZQ,https://api.spotify.com/v1/audio-analysis/5TzpCPx20n4hELdE9Vw6ZQ,146484,4
0.784,0.606,6,-8.001,0,0.0698,0.445,0.0848,0.136,0.585,109.976,audio_features,15gUsLGaGz43tr2A4ILXFU,spotify:track:15gUsLGaGz43tr2A4ILXFU,https://api.spotify.com/v1/tracks/15gUsLGaGz43tr2A4ILXFU,https://api.spotify.com/v1/audio-analysis/15gUsLGaGz43tr2A4ILXFU,220094,4
0.565,0.771,0,-8.222,1,0.0533,0.00914,0.00024,0.351,0.86,105.993,audio_features,1Mp50vmIphq9ui2UUJoX3m,spotify:track:1Mp50vmIphq9ui2UUJoX3m,https://api.spotify.com/v1/tracks/1Mp50vmIphq9ui2UUJoX3m,https://api.spotify.com/v1/audio-analysis/1Mp50vmIphq9ui2UUJoX3m,235001,4
0.654,0.717,4,-6.564,1,0.0416,0.089,0.00148,0.0596,0.961,159.963,audio_features,4S7misxIYuUVypO0NwDwuW,spotify:track:4S7misxIYuUVypO0NwDwuW,https://api.spotify.com/v1/tracks/4S7misxIYuUVypO0NwDwuW,https://api.spotify.com/v1/audio-analysis/4S7misxIYuUVypO0NwDwuW,178150,4
0.587,0.718,7,-8.369,1,0.0529,0.132,0.00308,0.134,0.332,82.008,audio_features,7Kl5wPMTXal1ZUMqSSKVa0,spotify:track:7Kl5wPMTXal1ZUMqSSKVa0,https://api.spotify.com/v1/tracks/7Kl5wPMTXal1ZUMqSSKVa0,https://api.spotify.com/v1/audio-analysis/7Kl5wPMTXal1ZUMqSSKVa0,198840,4
0.509,0.922,9,-2.823,0,0.031,0.0219,0.00117,0.496,0.645,92.5,audio_features,3IXRdLsQib8m0hBbQpe7T8,spotify:track:3IXRdLsQib8m0hBbQpe7T8,https://api.spotify.com/v1/tracks/3IXRdLsQib8m0hBbQpe7T8,https://api.spotify.com/v1/audio-analysis/3IXRdLsQib8m0hBbQpe7T8,218787,4
0.394,0.654,3,-8.243,1,0.0346,0.0404,6.96e-05,0.112,0.264,135.188,audio_features,65T1aY3I9qfNUDVAnaM9bq,spotify:track:65T1aY3I9qfNUDVAnaM9bq,https://api.spotify.com/v1/tracks/65T1aY3I9qfNUDVAnaM9bq,https://api.spotify.com/v1/audio-analysis/65T1aY3I9qfNUDVAnaM9bq,239881,4
0.684,0.716,2,-6.529,1,0.032,0.165,0.0189,0.0838,0.58,96.99,audio_features,6COxn12nSCtifEBKN57S6y,spotify:track:6COxn12nSCtifEBKN57S6y,https://api.spotify.com/v1/tracks/6COxn12nSCtifEBKN57S6y,https://api.spotify.com/v1/audio-analysis/6COxn12nSCtifEBKN57S6y,185664,4
0.767,0.691,11,-4.369,1,0.124,0.05,0.477,0.154,0.682,160.012,audio_features,4u8traGW2bhMIfE8RibuKr,spotify:track:4u8traGW2bhMIfE8RibuKr,https://api.spotify.com/v1/tracks/4u8traGW2bhMIfE8RibuKr,https://api.spotify.com/v1/audio-analysis/4u8traGW2bhMIfE8RibuKr,243040,4
0.736,0.816,11,-7.306,0,0.0465,0.34,0.048,0.0977,0.909,162.065,audio_features,3bt6rnq9mCrq1XStEcGaNl,spotify:track:3bt6rnq9mCrq1XStEcGaNl,https://api.spotify.com/v1/tracks/3bt6rnq9mCrq1XStEcGaNl,https://api.spotify.com/v1/audio-analysis/3bt6rnq9mCrq1XStEcGaNl,184574,4
0.643,0.579,11,-8.129,0,0.0612,0.00541,0.253,0.314,0.079,120.025,audio_features,6pqZjgc1HAGImauB9sCGU1,spotify:track:6pqZjgc1HAGImauB9sCGU1,https://api.spotify.com/v1/tracks/6pqZjgc1HAGImauB9sCGU1,https://api.spotify.com/v1/audio-analysis/6pqZjgc1HAGImauB9sCGU1,243783,4
0.319,0.757,0,-6.117,0,0.0432,0.016,0.0,0.102,0.101,122.465,audio_features,5lRzWDEe7UuedU2QPsFg0K,spotify:track:5lRzWDEe7UuedU2QPsFg0K,https://api.spotify.com/v1/tracks/5lRzWDEe7UuedU2QPsFg0K,https://api.spotify.com/v1/audio-analysis/5lRzWDEe7UuedU2QPsFg0K,322173,4
0.556,0.702,4,-5.792,0,0.0423,0.0054,0.0,0.218,0.452,132.33,audio_features,5S7kFUo496CoItemffWQb9,spotify:track:5S7kFUo496CoItemffWQb9,https://api.spotify.com/v1/tracks/5S7kFUo496CoItemffWQb9,https://api.spotify.com/v1/audio-analysis/5S7kFUo496CoItemffWQb9,207040,4
0.323,0.949,1,-4.429,0,0.0565,0.000224,1.34e-06,0.365,0.385,166.375,audio_features,4hZiDVgUkLXvA9ZD3PurkI,spotify:track:4hZiDVgUkLXvA9ZD3PurkI,https://api.spotify.com/v1/tracks/4hZiDVgUkLXvA9ZD3PurkI,https://api.spotify.com/v1/audio-analysis/4hZiDVgUkLXvA9ZD3PurkI,241320,4
0.725,0.709,7,-6.424,0,0.0439,0.00502,0.504,0.0697,0.705,96.981,audio_features,7EiC7M7KMpytlSHICmeRDl,spotify:track:7EiC7M7KMpytlSHICmeRDl,https://api.spotify.com/v1/tracks/7EiC7M7KMpytlSHICmeRDl,https://api.spotify.com/v1/audio-analysis/7EiC7M7KMpytlSHICmeRDl,207640,4
0.56,0.865,1,-1.148,1,0.0907,0.258,0.000162,0.083,0.424,159.963,audio_features,5kJ4BWZ9Y1qFIwwTbMIxYX,spotify:track:5kJ4BWZ9Y1qFIwwTbMIxYX,https://api.spotify.com/v1/tracks/5kJ4BWZ9Y1qFIwwTbMIxYX,https://api.spotify.com/v1/audio-analysis/5kJ4BWZ9Y1qFIwwTbMIxYX,139663,4
0.717,0.685,2,-5.35,0,0.0286,0.0131,0.000114,0.0915,0.916,112.964,audio_features,7wtogUN04dWGQLLmrRRzDQ,spotify:track:7wtogUN04dWGQLLmrRRzDQ,https://api.spotify.com/v1/tracks/7wtogUN04dWGQLLmrRRzDQ,https://api.spotify.com/v1/audio-analysis/7wtogUN04dWGQLLmrRRzDQ,166160,4
0.596,0.751,11,-5.236,1,0.303,0.0213,1.74e-06,0.531,0.677,80.066,audio_features,435e2LEtEvcih2YLljWQUN,spotify:track:435e2LEtEvcih2YLljWQUN,https://api.spotify.com/v1/tracks/435e2LEtEvcih2YLljWQUN,https://api.spotify.com/v1/audio-analysis/435e2LEtEvcih2YLljWQUN,181865,4
0.748,0.58,11,-6.523,0,0.316,0.279,0.0,0.0654,0.94,92.483,audio_features,0Nl14YJe9Gqzn1rjmp9R2u,spotify:track:0Nl14YJe9Gqzn1rjmp9R2u,https://api.spotify.com/v1/tracks/0Nl14YJe9Gqzn1rjmp9R2u,https://api.spotify.com/v1/audio-analysis/0Nl14YJe9Gqzn1rjmp9R2u,187367,4
0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,audio_features,6GyFP1nfCDB8lbD2bG0Hq9,spotify:track:6GyFP1nfCDB8lbD2bG0Hq9,https://api.spotify.com/v1/tracks/6GyFP1nfCDB8lbD2bG0Hq9,https://api.spotify.com/v1/audio-analysis/6GyFP1nfCDB8lbD2bG0Hq9,243960,4
0.866,0.723,6,-4.772,0,0.0529,0.07,2.98e-05,0.0803,0.871,110.005,audio_features,5NBCRuSpMGY5ckTP6TfWDQ,spotify:track:5NBCRuSpMGY5ckTP6TfWDQ,https://api.spotify.com/v1/tracks/5NBCRuSpMGY5ckTP6TfWDQ,https://api.spotify.com/v1/audio-analysis/5NBCRuSpMGY5ckTP6TfWDQ,184240,4
0.966,0.543,2,-7.47,0,0.0603,0.406,0.000416,0.0782,0.704,116.019,audio_features,0G7vexduCvboPyIGjJXQIC,spotify:track:0G7vexduCvboPyIGjJXQIC,https://api.spotify.com/v1/tracks/0G7vexduCvboPyIGjJXQIC,https://api.spotify.com/v1/audio-analysis/0G7vexduCvboPyIGjJXQIC,230413,4
0.714,0.708,2,-5.524,0,0.027,0.0112,0.0141,0.0609,0.902,93.005,audio_features,356aM3w6i5v1cltIzOnVTP,spotify:track:356aM3w6i5v1cltIzOnVTP,https://api.spotify.com/v1/tracks/356aM3w6i5v1cltIzOnVTP,https://api.spotify.com/v1/audio-analysis/356aM3w6i5v1cltIzOnVTP,208200,4
0.741,0.913,2,-3.34,0,0.0465,0.00343,0.103,0.325,0.643,120.012,audio_features,2W3ZpQg9i6lE6kmHbcdu9N,spotify:track:2W3ZpQg9i6lE6kmHbcdu9N,https://api.spotify.com/v1/tracks/2W3ZpQg9i6lE6kmHbcdu9N,https://api.spotify.com/v1/audio-analysis/2W3ZpQg9i6lE6kmHbcdu9N,213750,4
0.45,0.529,11,-9.456,0,0.0683,0.157,0.0117,0.192,0.495,152.836,audio_features,0bQOXuPtjFwl48q87qBBn3,spotify:track:0bQOXuPtjFwl48q87qBBn3,https://api.spotify.com/v1/tracks/0bQOXuPtjFwl48q87qBBn3,https://api.spotify.com/v1/audio-analysis/0bQOXuPtjFwl48q87qBBn3,246686,4
0.557,0.836,2,-8.802,1,0.0486,0.00048,0.0,0.268,0.699,132.052,audio_features,3ItCNQNB1Ks83gRxyQc6z4,spotify:track:3ItCNQNB1Ks83gRxyQc6z4,https://api.spotify.com/v1/tracks/3ItCNQNB1Ks83gRxyQc6z4,https://api.spotify.com/v1/audio-analysis/3ItCNQNB1Ks83gRxyQc6z4,217180,4
0.646,0.777,10,-6.311,0,0.117,0.381,0.0358,0.342,0.722,82.967,audio_features,2Ghj9ln405TCxVrlEuVnGA,spotify:track:2Ghj9ln405TCxVrlEuVnGA,https://api.spotify.com/v1/tracks/2Ghj9ln405TCxVrlEuVnGA,https://api.spotify.com/v1/audio-analysis/2Ghj9ln405TCxVrlEuVnGA,228200,4
0.573,0.728,6,-5.656,0,0.0398,0.144,0.00509,0.12,0.977,201.974,audio_features,0CVaDx0YP1nMwZd1eg88cX,spotify:track:0CVaDx0YP1nMwZd1eg88cX,https://api.spotify.com/v1/tracks/0CVaDx0YP1nMwZd1eg88cX,https://api.spotify.com/v1/audio-analysis/0CVaDx0YP1nMwZd1eg88cX,169333,4
0.628,0.514,8,-8.405,0,0.0859,0.437,0.00114,0.232,0.655,75.942,audio_features,46IKdGs9GbDfbKBhiTwB3i,spotify:track:46IKdGs9GbDfbKBhiTwB3i,https://api.spotify.com/v1/tracks/46IKdGs9GbDfbKBhiTwB3i,https://api.spotify.com/v1/audio-analysis/46IKdGs9GbDfbKBhiTwB3i,165000,4
0.782,0.716,7,-5.827,0,0.086,0.332,0.0169,0.0726,0.835,107.974,audio_features,2XK6b75sWnHyv32YKyQgQt,spotify:track:2XK6b75sWnHyv32YKyQgQt,https://api.spotify.com/v1/tracks/2XK6b75sWnHyv32YKyQgQt,https://api.spotify.com/v1/audio-analysis/2XK6b75sWnHyv32YKyQgQt,284587,4
0.673,0.773,8,-5.636,0,0.096,0.0454,4.64e-05,0.723,0.905,94.044,audio_features,7zhu6sXc51zF6EBeasTcYF,spotify:track:7zhu6sXc51zF6EBeasTcYF,https://api.spotify.com/v1/tracks/7zhu6sXc51zF6EBeasTcYF,https://api.spotify.com/v1/audio-analysis/7zhu6sXc51zF6EBeasTcYF,242853,4
0.798,0.729,1,-6.646,1,0.0747,0.28,0.0494,0.136,0.893,107.016,audio_features,28r57p0khZL2C2tpeKENXi,spotify:track:28r57p0khZL2C2tpeKENXi,https://api.spotify.com/v1/tracks/28r57p0khZL2C2tpeKENXi,https://api.spotify.com/v1/audio-analysis/28r57p0khZL2C2tpeKENXi,210853,4
0.57,0.804,11,-6.782,1,0.0701,0.0598,8.96e-05,0.187,0.624,87.533,audio_features,51Lf3l6wx008NdBxCQnD6B,spotify:track:51Lf3l6wx008NdBxCQnD6B,https://api.spotify.com/v1/tracks/51Lf3l6wx008NdBxCQnD6B,https://api.spotify.com/v1/audio-analysis/51Lf3l6wx008NdBxCQnD6B,199233,4
0.613,0.427,8,-8.324,1,0.221,0.889,0.0272,0.129,0.467,82.527,audio_features,5k44yc5bXO1XRedzjaugdQ,spotify:track:5k44yc5bXO1XRedzjaugdQ,https://api.spotify.com/v1/tracks/5k44yc5bXO1XRedzjaugdQ,https://api.spotify.com/v1/audio-analysis/5k44yc5bXO1XRedzjaugdQ,196139,4
0.887,0.823,5,-7.57,0,0.0462,0.0237,0.731,0.593,0.641,121.993,audio_features,69uPNh3b6VKdMZMbIKYQ1l,spotify:track:69uPNh3b6VKdMZMbIKYQ1l,https://api.spotify.com/v1/tracks/69uPNh3b6VKdMZMbIKYQ1l,https://api.spotify.com/v1/audio-analysis/69uPNh3b6VKdMZMbIKYQ1l,367363,4
0.808,0.805,1,-3.392,1,0.103,0.00113,0.0585,0.193,0.886,107.965,audio_features,60y3oBiHHIlOzUFZRWP6Ak,spotify:track:60y3oBiHHIlOzUFZRWP6Ak,https://api.spotify.com/v1/tracks/60y3oBiHHIlOzUFZRWP6Ak,https://api.spotify.com/v1/audio-analysis/60y3oBiHHIlOzUFZRWP6Ak,240758,4
0.458,0.633,0,-7.742,1,0.135,0.363,0.000932,0.105,0.442,86.872,audio_features,3PbZuuBA0ZZAHC9Wz5jfxS,spotify:track:3PbZuuBA0ZZAHC9Wz5jfxS,https://api.spotify.com/v1/tracks/3PbZuuBA0ZZAHC9Wz5jfxS,https://api.spotify.com/v1/audio-analysis/3PbZuuBA0ZZAHC9Wz5jfxS,270360,4
0.66,0.634,9,-6.137,1,0.0482,0.00571,0.0828,0.137,0.411,118.942,audio_features,4FTfipMBKsWJNX6Hn31mPT,spotify:track:4FTfipMBKsWJNX6Hn31mPT,https://api.spotify.com/v1/tracks/4FTfipMBKsWJNX6Hn31mPT,https://api.spotify.com/v1/audio-analysis/4FTfipMBKsWJNX6Hn31mPT,194907,4
0.807,0.513,5,-10.786,0,0.0506,0.635,0.26,0.11,0.756,109.999,audio_features,3aNEwbRi810s8HC4Ev6JYZ,spotify:track:3aNEwbRi810s8HC4Ev6JYZ,https://api.spotify.com/v1/tracks/3aNEwbRi810s8HC4Ev6JYZ,https://api.spotify.com/v1/audio-analysis/3aNEwbRi810s8HC4Ev6JYZ,200358,4
0.694,0.479,7,-9.904,0,0.0579,0.554,0.121,0.197,0.281,125.918,audio_features,37SRnVAPPnvXFBdEZCXVgT,spotify:track:37SRnVAPPnvXFBdEZCXVgT,https://api.spotify.com/v1/tracks/37SRnVAPPnvXFBdEZCXVgT,https://api.spotify.com/v1/audio-analysis/37SRnVAPPnvXFBdEZCXVgT,125035,4
0.794,0.456,4,-10.076,0,0.133,0.173,0.037,0.1,0.278,97.978,audio_features,3qwtlNqrL5AtY3ntGC6eDM,spotify:track:3qwtlNqrL5AtY3ntGC6eDM,https://api.spotify.com/v1/tracks/3qwtlNqrL5AtY3ntGC6eDM,https://api.spotify.com/v1/audio-analysis/3qwtlNqrL5AtY3ntGC6eDM,194913,4
0.729,0.48,8,-9.599,1,0.0349,0.589,0.49,0.102,0.0943,127.995,audio_features,1Bb8NUOSX6jEdjLtR5TEuQ,spotify:track:1Bb8NUOSX6jEdjLtR5TEuQ,https://api.spotify.com/v1/tracks/1Bb8NUOSX6jEdjLtR5TEuQ,https://api.spotify.com/v1/audio-analysis/1Bb8NUOSX6jEdjLtR5TEuQ,154403,4
0.812,0.663,6,-10.283,0,0.0636,0.353,0.000236,0.0855,0.707,140.006,audio_features,2YeKQ7zSBbalFl5K0EpEgH,spotify:track:2YeKQ7zSBbalFl5K0EpEgH,https://api.spotify.com/v1/tracks/2YeKQ7zSBbalFl5K0EpEgH,https://api.spotify.com/v1/audio-analysis/2YeKQ7zSBbalFl5K0EpEgH,170125,4
0.466,0.565,9,-10.395,1,0.199,0.592,0.00729,0.154,0.699,171.886,audio_features,1ccDCgjKZjnlFtq5qR1aXO,spotify:track:1ccDCgjKZjnlFtq5qR1aXO,https://api.spotify.com/v1/tracks/1ccDCgjKZjnlFtq5qR1aXO,https://api.spotify.com/v1/audio-analysis/1ccDCgjKZjnlFtq5qR1aXO,163256,4
0.898,0.405,7,-10.671,1,0.0393,0.0857,0.00784,0.0733,0.508,109.985,audio_features,7AfZIW6yXC4MzElfFmqa9m,spotify:track:7AfZIW6yXC4MzElfFmqa9m,https://api.spotify.com/v1/tracks/7AfZIW6yXC4MzElfFmqa9m,https://api.spotify.com/v1/audio-analysis/7AfZIW6yXC4MzElfFmqa9m,202909,4
